PID,Name of Project,Description,Sponsor-Full,Sponsor-Abb,System,WaterManagement,SoilNutrientandLandManagem,GeneticResources,EnergyManagement,OtherThematicAreas,org_type,ImplementingAgencies,Region,District,Community,Status,Year Approved,Year Completed,Link,CSA Technology,Contact Person,Contact Number,Commodity/Livestock,Beneficiaries,subcategory,Agro-ecological suitability of practices (e.g. drought-tolerant varieties),"If Yes, How?",Soil fertility management techniques suited to soil types ,"If Yes, How?.1",Climate forecasting and early warning systems,"If Yes, How?.2",Access to input and output markets ,"If Yes, How?.3",Financial capital/credit availability,"If Yes, How?.4","Rural infrastructure (roads, irrigation, electricity)","If Yes, How?.5",Education/training programs building farmer skills,"If Yes, How?.6",Community cooperative models for resources/labor sharing,"If Yes, How?.7"
P515,Cocoa Rehabilitation and Intensification Programme (CORIP) Ghana l and ll,"CORIP-Ghana (2013-2017) is providing support services to Cocoa Farmers through the establishment and operation of Rural Service Centres (RSCs). CORIP will help Ghanaian cocoa farmers to implement best agronomic and farm management practices. The main sector goals of the project were to increase foreign exchange earnings, reduce
rural poverty and improve the standard of living in cocoa growing areas through services obtained from the RSC’s","The Dutch government, African Development Bank,  African Development Fund, 
International Development Agency,  Arab Bank for Economic Development in Africa, Overseas Development Administration, the Ghana Cocoa Board, and the Government of Ghana","The Dutch government, ADB, ADF, IDA, BADEA, ODA, the Ghana Cocoa Board and the
 Government of Ghana",Crop Production ,No,Yes,Yes,No,No,ngo,Solidaridad,Ashanti Region,No,No,Completed,2013,2021,https://www.wur.nl/en/project/corip_ghana.htm,,,,Cocoa,"77,655 smallholder farmer ",Vegetative,,,,,,,Yes,"Funds provided to procurement of agro-chemicals,  and transportation.",Yes,Funds provided to procure the necessary inputs,Yes,"Funds provided to finance the roads programme (road rehabilitation and spot improvement, routine and recurrent
maintenance, new road and bridge construction)",Yes ,Extension and Training,,
P515,Cocoa Rehabilitation and Intensification Programme (CORIP) Ghana l and ll,"CORIP-Ghana (2013-2017) is providing support services to Cocoa Farmers through the establishment and operation of Rural Service Centres (RSCs). CORIP will help Ghanaian cocoa farmers to implement best agronomic and farm management practices. The main sector goals of the project were to increase foreign exchange earnings, reduce
rural poverty and improve the standard of living in cocoa growing areas through services obtained from the RSC’s","The Dutch government, African Development Bank,  African Development Fund, 
International Development Agency,  Arab Bank for Economic Development in Africa, Overseas Development Administration, the Ghana Cocoa Board, and the Government of Ghana","The Dutch government, ADB, ADF, IDA, BADEA, ODA, the Ghana Cocoa Board and the
 Government of Ghana",Crop Production ,No,Yes,Yes,No,No,ngo,Solidaridad,Bono Region,No,No,Completed,2013,2021,https://www.wur.nl/en/project/corip_ghana.htm,,,,Cocoa,"77,655 smallholder farmer ",Vegetative,,,,,,,Yes,"Funds provided to procurement of agro-chemicals,  and transportation.",Yes,Funds provided to procure the necessary inputs,Yes,"Funds provided to finance the roads programme (road rehabilitation and spot improvement, routine and recurrent
maintenance, new road and bridge construction)",Yes ,Extension and Training,,
P515,Cocoa Rehabilitation and Intensification Programme (CORIP) Ghana l and ll,"CORIP-Ghana (2013-2017) is providing support services to Cocoa Farmers through the establishment and operation of Rural Service Centres (RSCs). CORIP will help Ghanaian cocoa farmers to implement best agronomic and farm management practices. The main sector goals of the project were to increase foreign exchange earnings, reduce
rural poverty and improve the standard of living in cocoa growing areas through services obtained from the RSC’s","The Dutch government, African Development Bank,  African Development Fund, 
International Development Agency,  Arab Bank for Economic Development in Africa, Overseas Development Administration, the Ghana Cocoa Board, and the Government of Ghana","The Dutch government, ADB, ADF, IDA, BADEA, ODA, the Ghana Cocoa Board and the
 Government of Ghana",Crop Production ,No,Yes,Yes,No,No,ngo,Solidaridad,Bono East Region,No,No,Completed,2013,2021,https://www.wur.nl/en/project/corip_ghana.htm,,,,Cocoa,"77,655 smallholder farmer ",Vegetative,,,,,,,Yes,"Funds provided to procurement of agro-chemicals,  and transportation.",Yes,Funds provided to procure the necessary inputs,Yes,"Funds provided to finance the roads programme (road rehabilitation and spot improvement, routine and recurrent
maintenance, new road and bridge construction)",Yes ,Extension and Training,,
P515,Cocoa Rehabilitation and Intensification Programme (CORIP) Ghana l and ll,"CORIP-Ghana (2013-2017) is providing support services to Cocoa Farmers through the establishment and operation of Rural Service Centres (RSCs). CORIP will help Ghanaian cocoa farmers to implement best agronomic and farm management practices. The main sector goals of the project were to increase foreign exchange earnings, reduce
rural poverty and improve the standard of living in cocoa growing areas through services obtained from the RSC’s","The Dutch government, African Development Bank,  African Development Fund, 
International Development Agency,  Arab Bank for Economic Development in Africa, Overseas Development Administration, the Ghana Cocoa Board, and the Government of Ghana","The Dutch government, ADB, ADF, IDA, BADEA, ODA, the Ghana Cocoa Board and the
 Government of Ghana",Crop Production ,No,Yes,Yes,No,No,ngo,Solidaridad,Western North Region,No,No,Completed,2013,2021,https://www.wur.nl/en/project/corip_ghana.htm,,,,Cocoa,"77,655 smallholder farmer ",Vegetative,,,,,,,Yes,"Funds provided to procurement of agro-chemicals,  and transportation.",Yes,Funds provided to procure the necessary inputs,Yes,"Funds provided to finance the roads programme (road rehabilitation and spot improvement, routine and recurrent
maintenance, new road and bridge construction)",Yes ,Extension and Training,,
P515,Cocoa Rehabilitation and Intensification Programme (CORIP) Ghana l and ll,"CORIP-Ghana (2013-2017) is providing support services to Cocoa Farmers through the establishment and operation of Rural Service Centres (RSCs). CORIP will help Ghanaian cocoa farmers to implement best agronomic and farm management practices. The main sector goals of the project were to increase foreign exchange earnings, reduce
rural poverty and improve the standard of living in cocoa growing areas through services obtained from the RSC’s","The Dutch government, African Development Bank,  African Development Fund, 
International Development Agency,  Arab Bank for Economic Development in Africa, Overseas Development Administration, the Ghana Cocoa Board, and the Government of Ghana","The Dutch government, ADB, ADF, IDA, BADEA, ODA, the Ghana Cocoa Board and the
 Government of Ghana",Crop Production ,No,Yes,Yes,No,No,ngo,Solidaridad,Western Region,No,No,Completed,2013,2021,https://www.wur.nl/en/project/corip_ghana.htm,,,,Cocoa,"77,655 smallholder farmer ",Vegetative,,,,,,,Yes,"Funds provided to procurement of agro-chemicals,  and transportation.",Yes,Funds provided to procure the necessary inputs,Yes,"Funds provided to finance the roads programme (road rehabilitation and spot improvement, routine and recurrent
maintenance, new road and bridge construction)",Yes ,Extension and Training,,
P515,Cocoa Rehabilitation and Intensification Programme (CORIP) Ghana l and ll,"CORIP-Ghana (2013-2017) is providing support services to Cocoa Farmers through the establishment and operation of Rural Service Centres (RSCs). CORIP will help Ghanaian cocoa farmers to implement best agronomic and farm management practices. The main sector goals of the project were to increase foreign exchange earnings, reduce
rural poverty and improve the standard of living in cocoa growing areas through services obtained from the RSC’s","The Dutch government, African Development Bank,  African Development Fund, 
International Development Agency,  Arab Bank for Economic Development in Africa, Overseas Development Administration, the Ghana Cocoa Board, and the Government of Ghana","The Dutch government, ADB, ADF, IDA, BADEA, ODA, the Ghana Cocoa Board and the
 Government of Ghana",Crop Production ,No,Yes,Yes,No,No,ngo,Solidaridad,Oti Region,No,No,Completed,2013,2021,https://www.wur.nl/en/project/corip_ghana.htm,,,,Cocoa,"77,655 smallholder farmer ",Vegetative,,,,,,,Yes,"Funds provided to procurement of agro-chemicals,  and transportation.",Yes,Funds provided to procure the necessary inputs,Yes,"Funds provided to finance the roads programme (road rehabilitation and spot improvement, routine and recurrent
maintenance, new road and bridge construction)",Yes ,Extension and Training,,
P515,Cocoa Rehabilitation and Intensification Programme (CORIP) Ghana l and ll,"CORIP-Ghana (2013-2017) is providing support services to Cocoa Farmers through the establishment and operation of Rural Service Centres (RSCs). CORIP will help Ghanaian cocoa farmers to implement best agronomic and farm management practices. The main sector goals of the project were to increase foreign exchange earnings, reduce
rural poverty and improve the standard of living in cocoa growing areas through services obtained from the RSC’s","The Dutch government, African Development Bank,  African Development Fund, 
International Development Agency,  Arab Bank for Economic Development in Africa, Overseas Development Administration, the Ghana Cocoa Board, and the Government of Ghana","The Dutch government, ADB, ADF, IDA, BADEA, ODA, the Ghana Cocoa Board and the
 Government of Ghana",Crop Production ,No,Yes,Yes,No,No,ngo,Solidaridad,Central Region,No,No,Completed,2013,2021,https://www.wur.nl/en/project/corip_ghana.htm,,,,Cocoa,"77,655 smallholder farmer ",Vegetative,,,,,,,Yes,"Funds provided to procurement of agro-chemicals,  and transportation.",Yes,Funds provided to procure the necessary inputs,Yes,"Funds provided to finance the roads programme (road rehabilitation and spot improvement, routine and recurrent
maintenance, new road and bridge construction)",Yes ,Extension and Training,,
P515,Cocoa Rehabilitation and Intensification Programme (CORIP) Ghana l and ll,"CORIP-Ghana (2013-2017) is providing support services to Cocoa Farmers through the establishment and operation of Rural Service Centres (RSCs). CORIP will help Ghanaian cocoa farmers to implement best agronomic and farm management practices. The main sector goals of the project were to increase foreign exchange earnings, reduce
rural poverty and improve the standard of living in cocoa growing areas through services obtained from the RSC’s","The Dutch government, African Development Bank,  African Development Fund, 
International Development Agency,  Arab Bank for Economic Development in Africa, Overseas Development Administration, the Ghana Cocoa Board, and the Government of Ghana","The Dutch government, ADB, ADF, IDA, BADEA, ODA, the Ghana Cocoa Board and the
 Government of Ghana",Crop Production ,No,Yes,Yes,No,No,ngo,Solidaridad,Volta Region,No,No,Completed,2013,2021,https://www.wur.nl/en/project/corip_ghana.htm,,,,Cocoa,"77,655 smallholder farmer ",Vegetative,,,,,,,Yes,"Funds provided to procurement of agro-chemicals,  and transportation.",Yes,Funds provided to procure the necessary inputs,Yes,"Funds provided to finance the roads programme (road rehabilitation and spot improvement, routine and recurrent
maintenance, new road and bridge construction)",Yes ,Extension and Training,,
P516,Collaborative Ecosystems Conservation of Lake Bosumtwi,"The objectives of this project  are to achieve sustainable conservation of the lake and its resources through a collaborative community approach by creating:

1. Community Resource Management Areas (CREMAs),

2. Awareness creation through conservation education

3. Capacity building through the training of community volunteers and engaging communities in waste management.","French Facility for Global Environment-The International Union for Conservation of Nature with support from United Nations Educational, Scientific and Cultural Organization"," FFEM-IUCN with support from 
UNESCO",Livestock Production/Forestry/Fisheries and Aquaculture,No,Yes,Yes,No,Yes - Sustainable fishing,ngo,A Roach Ghana,Ashanti Region,"Bosome Freho, Bosumtwi","Abono, Obo, Nkowi, Pippie",Completed,2013,,"https://ghana.arocha.org/projects/collaborative-ecosystems-conservation-of-ghanas-lake-bosumtwi-basin/

https://ghana.arocha.org/wp-content/uploads/sites/15/2015/10/Collaborative-Ecosystems-Conservation-of-Ghana-Progress-Report-2.pdf",, Prosper Antwi-Bosiako. Project Lead,,,,Institutional,,,,,,,,,,,,,,,,
P517,Community-based Integrated Natural Resources Management Project in Okyeman,"The project has the unique opportunity of demonstrating how traditional concepts of Okyeman resource management can be successfully combined with modern concepts. Such a combination offers a more holistic approach to biodiversity conservation and management, as well as implementation of policies and regulations under which sustainable harvesting of non-timber forest products (NTFPs) and wildlife will continue to provide important sources of alternative livelihoods in addition to food crop farming.",The World Bank,WB,Forestry ,No,No,No,No,Yes - Biodiversity Conservation,ngo,Okyeman Environment Foundation,Eastern Region,"Fanteakwa Districts, East Akyem, West Akyem, Suhum, Birim North, Kwaebebrem.","Mpraeso, Donkorkrom, NEW ABIREM, ",Completed,2003,2008,https://www.thegef.org/projects-operations/projects/2183,,,,,,Institutional,,,,,,,Yes,,Yes,,,,Yes ,,Yes,Establishment of CREMA
P518,Creating Resilient Ecosystems and Transforming Rural Cocoa Economies in Côte d’Ivoire and Ghana,"RESTORE, implemented by the Rainforest Alliance and Olam Food 
Ingredients seeks to demonstrate a scalable and regional
replicable model for community-led governance, natural resource 
management, and biodiversity conservation that aligns with regional and government priorities in cocoa production landscapes in the 
Guinean forests of Ghana and Côte d’Ivoire.",The United States Agency for International Development,USAID,Crop Production,No,No,No,No,Yes - Integrated Production System,ngo,"Rainforest Alliance,  Olam Food Ingredients",Western Region,"Bibiani-Anhwiaso-Bekwai, Sefwi Wiawso, Akontombra, Bodi.  ",No,ongoing ,2022,2027,"Project Profile: Creating
 Resilient Ecosystems and Transforming Rural Cocoa Economies in Côte d’Ivoire and Ghana | Rainforest Alliance (rainforest-alliance.org)",,"Christian Enokou
cenokou@ra.org <cenokou@ra.org>;",,Cocoa,"The project will have a direct impact on an estimated 15,000 farmers managing 50,000 hectares of farmland.",Institutional,,,,,,,,,,,,,,,,
